,Query,Target,Stance
3956,"However, clinical studies show that dairy products have little benefit for bones... dairy products - including cheese, ice cream, milk, butter, and yogurt - contribute significant amounts of cholesterol and saturated fats to the diet... prostate and breast cancer are associated with the consumption of dairy products, which in turn are associated with an increase in insulin-like growth factor (igf-i)... dairy products, dairy sugar, fat, and saturated fats in dairy products pose a risk to children's health and contribute to obesity, diabetes, and heart disease... milk and dairy products are not necessary in the diet and, in fact, may be harmful to health. ",Milk,0
3957,"More often than not, a request for euthanasia or assisted suicide is a request for help in overcoming suffering as much as pain... combined and comprehensive relief of pain and suffering, tailored to the circumstances of each individual's life, is the goal of complex palliative care and more complex hospice regimes. Patients treated in this way do not usually ask for an end to their lives; when they do, they tend to change their minds later. ",Euthanasia,1
3958,"The deep-seated notion of exceptionalism inherited from the ambassador's statement is constantly used to delegitimize any international criticism of serious human rights violations against Palestine. If Israel is to improve its standing in the international community, its leaders must take responsibility for what is truly exceptional: a 46-year military occupation in which discrimination and persistent human rights violations are entrenched and imperialism reigns... despite the fact that Israel has ratified all major international human rights treaties and, as a result, has committed itself to act in accordance with those treaties; the Israeli authorities persist in ignoring and disregarding international law. ",United Nations Biased Against Israel and For Palestine,0
3959,Some English schools (and politicians) see uniforms as a quick fix to a range of problems. ,School Uniforms,1
3960,"The cost of mass deportations, according to the Center for Progress, is $206 billion over five years ($41.2 billion per year)... [this is] an absurdly high figure... in obtaining this figure, researchers assumed that the historically extremely low rate of deportations would continue under the mass deportations regime... but even if $206 billion were a reasonable estimate of the costs, mass deportations would be worth it. ",Immigration,1
3961,"These laws are not only too significant to ignore, but too unfair to tolerate... across the country today, some 5.8 million Africans - 5.8 million of our fellow citizens - are prohibited from voting because of current or previous criminal offenses. This is more than 31 states ""individual assessments. ",Voting Rights for Felons,0
3962,"- Fighting for and against is a tradition that exists in official rules and as an unwritten code of conduct for players. [7] Rose Bernstein, author of Code: The Unwritten Rules of Fighting and Revenge Against, stated that ""fighting"" is, and has always been, a culture of violence. [10] ",Fighting Allowed in Hockey,1
3963,"It may be informed speculation, but I think when we get to such a sensitive subject as sexual orientation, we need to be clear about what the speculation is and what the fact is. """,Sexual Orientation Connection With Finger Length,1
3964,"When the sex trade expands, women are less likely to compete with men for money. ",Prostitution,1
3965,"The wealth gap between those who live and those who die represents a serious constitutional challenge to the permissibility of the death penalty... our failure as a society to provide some degree of economic equality in our harshest criminal punishment constitutes a kind of procedural cruelty that is incompatible with the Eighth Amendment to our constitution. unfortunately, our court has shown an almost pathological reluctance to address issues of class and wealth... we hesitate in our commitment to neocolonial economic theory, but we hide the wisdom of ""you get what you pay for."" ",Income Affects Likelihood of Death Penalty,0
3966,"The fight against trafficking for sexual exploitation is often confused with the fight that some people are waging against prostitution... there are contradictions with the repressive approach, because this approach does not distinguish between victims and independent sex workers, and clients will not be a potential source of information about trafficking practices... the media often say that the lifting of the general ban on brothels has led to even more criminals. this is not the right conclusion. ",Prostitution,0
3967,"We believe that state-sponsored prostitution is one of the essential root causes of sexual prostitution. We call legalized or regulated prostitution state-sponsored, because, although legalized or regulated systems vary, the common element is that the prostitution system itself is accepted and legitimized by the state. The term ""state-sponsored prostitution"" signals that in any of these legalized or regulated systems that recognize the sex industry as a legitimate enterprise, the state effectively becomes another pimp living off the proceeds of prostitution. ",Prostitution,0
3968,"No one has ever suggested that tax exemptions have turned libraries, art galleries, or hospitals into weapons of the state, or put employees ""on public payroll."" ""There is no real discrepancy between tax exemptions and the establishment of religion... exemption creates only minimal and distant participation between church and state, and much less than taxation of the church."" ",Separation of Church and State,1
3969,"Hydrogen is not a new energy, but only an artificial carrier of synthetic energy. It must be made from high-quality energy, such as electricity or natural gas... today's energy system is dominated by chemicals, such as coal, oil, and gas. Electricity and transport energy are produced from chemical power plants, thermal engines, or fuel cells... renewable electricity will gradually replace fuel. Electricity will become the backbone of our energy system. ",Alternative Energy,1
3970,Was there competition? No. Comparing the number of insurers selling policies on public exchanges in 2015 with the number of insurers selling individual policies in 2013 shows that exchanges are 21.5% less competitive. ,Obamacare,1
3971,"As a father and ardent sports fan, I understand the dangers that performance-enhancing drugs pose to athletes, as well as to teenagers who seek to emulate them, not to mention the impact they have on personal integrity. ",Performance Enhancing Drugs,1
3972,"I think the time has come [for a two-state solution]. Two years after the signing of the agreement, it is very, very clear to me that there is no two-state solution. Where are they going to have a second state? Who is going to remove all these settlements from Palestinian land that are encroaching on more and more territory? Who is going to stop the settlements in East Jerusalem that are encroaching on more and more Palestinian territory?... by what they are doing, they themselves have made a two-state solution impossible... or I have no choice now but to argue for a one-state solution. ",Two-State Solution,1
3973,"Cow's milk has become a point of contention between doctors and nutritionists. There was a time when it was considered very desirable, but research has forced us to rethink this recommendation... cow's milk products contribute to a surprising number of diseases. They can impair a child's ability to absorb iron, and in very young children can even lead to subtle blood loss due to digestion. ",Milk,0
3974,"According to the 2013 report, there is a high probability (about 8 out of 10) that anthropogenic global warming will cause permafrate, the subsurface layer of frozen soil, to mix in high-altitude regions and high-altitude regions. [49] As permafrate melts, methane, a greenhouse gas that absorbs 84 times more heat than CO2, will be released into the atmosphere during the first 20 years, creating even greater global warming in a positive phase. [50] [51] By the end of the 21st century, warming in the Arctic will reduce permafrate by 30-70%. [52] As human-induced global warming continues, Arctic temperatures are expected to rise twice as fast as global warming, increasing the rate of permafrate, changing local hydrology, and affecting critical ecosystems. ",Humans Cause Climate Change,1
3975,"In light of our proven inability to enforce a zero-tolerance approach to sport, we should instead adopt a pragmatic approach... as a very concise and incomplete overview, I argue that we should allow doping in safe, acceptable physiological parameters... for many years we have pretended that the problem is not with individuals, but with the country (or the organization). ",Performance Enhancing Drugs,1
3976,"Taxes collected from the legal sale of marijuana support important government programs. Tax revenues in legal marijuana states fund police, drug treatment centers, and mental health centers, as well as housing programs, along with school programs such as anti-bullying campaigns, youth mentoring, and public school grants. ",Marijuana,1
3977,"These laws are not only too significant to ignore, but too unfair to tolerate... across the country today, some 5.8 million Africans - 5.8 million of our fellow citizens - are prohibited from voting because of current or previous criminal offenses. This is more than 31 states ""individual assessments. ",Voting Rights for Felons,0
3978,"The secret documents show beyond a shadow of a doubt that even the most generous proposals for a Palestinian-Israeli settlement on land and security have been rejected by Palestine. In the course of these negotiations, and in fact in the last twenty years of serious discussion of a two-state solution, Israel has doubled and redoubled its efforts to create facts on the ground in the West Bank and Gaza that make a two-state solution impossible. ",Two-State Solution,0
3979,"( or marijuana) does not interact directly with the endorphin system... moreover, it increases the perception of pain [a symptom of arthritis]. """,Medical Marijuana,0
3980,"Whores are jealous of cruel predators... Whores help people explore their sexual desires... Whores explore their own sexual desires... Whores are not afraid of sex... Whores rebel against absurd, patriarchal, anti-sex laws against their faith and fight for the legal right to receive financial compensation for their valuable work. ",Prostitution,0
3981,"The conventional wisdom is that illegal immigrants take jobs in China and lower wages. That conventional wisdom is wrong... why? The law of comparative advantage says that we become more productive when we have more trading partners, and the arrival of undocumented workers with limited English skills frees up low-skilled workers from China, who can then specialize in tasks requiring better English. ",Immigration,0
3982,"Roughly 40% of gun sales take place without any background checks - giving convicted criminals, the mentally ill, and others unhindered access to firearms. ",Gun Control,1
3983,"Obviously, buying and selling shares based on non-public information can benefit some individuals at the expense of others who may not have access to the same information... I am very concerned that providing a handful of investors with confidential information about Congress is not only an abuse of Congress's authority, but also undermines investors ""confidence in the integrity of the securities market... as I have noted, buying or selling shares based on non-public information from Congress clearly does not contravene existing insider trading laws. ",Congressional Insider Trading,1
3984,"One reason why milk consumption can lead to cancer risk is the insulin-like growth factor igf-1 (not to be confused with the growth hormone bovine, rbgh). Milk contains igf-1 for good reason: milk is designed for infants, and igf-1 helps us to grow. ",Milk,1
3985,"This reflects the current market for dental plans, as the vast majority of Americans have access to dental insurance under a policy that is separate from their health insurance. While adult dental insurance can be purchased, the premiums and cost-sharing subsidies included in the program will apply only to the benefits needed to meet the ehbp [basic health insurance package] requirement. ",Obamacare,0
3986,"This means that while the test becomes positive and the results become known, the prostitute can increase the number of clients to 630 to become chemical. this is at best a testing every week and a four-week window period. It also means that the prostitute will stop working as soon as he or she learns that the test is a hit positive, which is highly unlikely. ",Prostitution,1
3987,"The largest source of calcium for most people is milk and other dairy products, which account for 72% of calcium intake in the diet. Sixty-five percent of calcium intake in children in the US is provided by dairy products... consumption of three 8-ounce glasses of milk per day will achieve the recommended adequate calcium intake for children aged 4 to 8 years, and four 8-ounce glasses of milk will ensure adequate calcium intake for children... it is important to note that the calcium content of low-fat dairy products is relatively similar to that of whole-milk products... most vegetables contain calcium, though with relatively low densities. ",Milk,0
3988,"Orientation is usually determined by appearance, if not before, and there is no credible scientific evidence that sexual orientation can be changed. """,Changing Sexual Orientation,1
3989,Prostitution should not be a crime. ,Prostitution,1
3990,"At best, educational technology will change the face of education by helping teachers manage the classroom and personalize learning... if you have a tablet-based approach, you can become much smarter much faster... tablets are filling up with things that concern the whole of education so that teachers can personalize the learning experience... a child can get information about what skills they have and what skills they don't have... tablets are now in classrooms across the country and the excitement of teachers and students is something old... I think tablets are a way for teachers to prepare their lesson and share it with other teachers to get feedback. I think it's an initiative where we all can come together, work together and do what's right for teachers and what's right for teachers. ",Tablets Over Textbooks,1
3991,"If you decide to risk being arrested for prostitution, if you decide to risk contracting a sexually transmitted disease, you also decide to risk having your picture appear on television and on the city's website so that the world can see it. ",Public Shaming of Criminals,0
3992,The belief that alternative fuels can be made widely available in the next decade poses a serious challenge to finding realistic short-term solutions [to achieve energy security]... we have said before that we do not believe in a magic bullet that will solve our energy problems. ,Alternative Energy,1
3993,"A Harris poll for the International Bottled Water Association found that 93% of Americans believe bottled water should be available and ever sold, with 31% saying they only or mostly drink bottled water. [39] A survey conducted by the Kantor Group worldwide found that 40% of all water comes in the form of bottled water. [47] As one blogger told me, everyone tells me that I waste money and harm the environment, but if it wasn't bottled water, I wouldn't drink water at all... my personal choice is simply not water. [48] ",Bottled Water,1
3994,"The right to eat what we want, including meat, is a fundamental freedom that we must protect. Animal rights and health groups are trying to control personal behavior, and many would like to see meat consumption strictly restricted - if not outlawed - through lawsuits, high taxes, and government regulation. [97] What people eat should be a protected personal choice. ",Vegetarianism,0
3995,People on both sides of the euthanasia and assisted suicide debate claim to belong to a religious denomination. ,Euthanasia,0
3996,"In the absence of comprehensive data, foxnews.com examined a patchwork of local, state, and federal statistics that revealed a wildly disproportionate number of murderers, rapists, and drug traffickers crossing the border. ",Immigration,0
3997,"The truth is that culture is the most destructive thing people have done to the planet, and it will not save us any more. It is also true that life is impossible without death, no matter what you eat, no matter what someone has to die to feed you. ",Vegetarianism,1
3998,"unk>, your newborn son has been suffocating in your arms for the last 15 minutes. you are as sure as you can be that he will die next time - he was born two days ago with ""trisomy 18,"" a disease that proved irresistible to cementing immediately and forever as the love of your life... <unk>'s case is classified as one of the worst... his brain cannot regulate his health. ",Euthanasia,0
3999,"According to the American Dietetic Association, a diet can meet protein needs, provide all the necessary amino acids (building blocks of protein), and improve health. Moreover, it can provide all the necessary vitamins, fats, and minerals, and can improve human health. [1] [2] According to the United Nations Nutrition and Culture Organization, meat is not an integral part of a healthy diet. [68] [123] read more ",Vegetarianism,1
4000,"We know that it produces toxic (and radioactive) water that contaminates drinking water; there is reason to suspect, despite industry's denials, that it is also polluting groundwater; and the heavy trucks needed to transport and cause serious damage to roads; the economy tells us that an industry that generates high third-party costs should be obliged to ""internalize"" those costs - that is, to pay for the damage it has caused by treating that damage as the value of its products. ",Alternative Energy,0
4001,"What has changed is the legal definition of marriage, which is now at odds with the bibliographic faith as it has been established for centuries, and as it is accepted today by almost two billion Christians in every country on earth. ",Gay Marriage,1
4002,"Renewable energy sources, such as wind and solar power, on the other hand, are relatively dispersed, difficult to transport, and expensive to use, given the capital costs of building facilities. Many people recommend accelerating federal subsidies and preferences for renewables to reduce the country's dependence on oil. ",Alternative Energy,0
4003,"The ability to invest in your own private pension account removes the uncertainty that accompanies the current, government-controlled program. According to a 2010 survey, 60% of working adults believe that they will not receive Social Security benefits when they retire. [22] With personal accounts, people will pay into a fund they control, rather than into a government-controlled trust fund that may run out of money before they ever receive the benefits they once received. ",Privatized Social Security,0
4004,"With this information, they can make changes to meet the needs of students... standardized tests help school leaders identify which groups of students are fighting for change and provide them with the evidence they need to make a difference. ",Standardized Tests,0
4005,"Global warming is real, occurring now, and the result of human activity. The number of Category 4 and 5 hurricanes has nearly doubled in the last 30 years; polar glaciers are melting faster; polar caps are shrinking; trees are blooming earlier; oceans are becoming more acidic, threatening marine life; people are dying in heat waves; species are migrating, and many will eventually go extinct. ",Humans Cause Climate Change,0
4006,"Our presence in Iraq is one of the most intense efforts in the history of foreign policy. Yes, there is an internal struggle between Sunnis, Shiites, and Shiites, but precisely because Saddam Hussein pitted Shiites against each other for 30 years to subjugate them; now we are trying to unite them so that they can govern themselves. ",War in Iraq,0
4007,"A study of the cost of school uniforms in the United Kingdom found that school uniforms cost parents £885.5 ($128.79) per outfit, while out-of-school uniforms cost an average of £113.00 ($165.79) per child. [87] A national survey of 517 school leaders found that 94% believed that one of the main benefits for parents was that school uniforms were more cost-effective than regular school uniforms, with 77% estimating the average annual cost of school uniforms per child at $150 or less. [32] ",School Uniforms,0
4008,The sexual development of children of gay and lesbian parents is interesting for both scientific and social reasons. [Our study] is the largest study to date of the sexual orientation of adult gay men. ,Parent Sexuality Influences Child,1
4009,"Many objected to the separation of church and state, pointing to the declaration of independence. ",Separation of Church and State,1
4010,"The statistics show a significant racial disparity in the application of marijuana laws: even though white and black people use marijuana at roughly the same rate, a black person in the United States is, on average, 3.73 times more likely to be arrested for marijuana possession. [24] In iowa, the state with the highest inequality, black people are 8.3 times more likely to be arrested for marijuana possession than white people. [21] In New York City, 15.8% of marijuana possession cases involving white people result in convictions, compared to 32.3% of black people and 30% of Hispanic people. [27] ",Marijuana,0
4011,"Half of older people (50%) say the law will cut benefits that were previously available to all people receiving mediated care, and more than a third (36%) believe the law will ""allow a government commission to make decisions about end-of-life care for people receiving mediated care."" ",Obamacare,1
4012,The death penalty should be abolished by an act of Congress for this simple reason: experience has shown that the death penalty does not serve the cause of justice... how likely is a murderer to be deterred by the risk of the death penalty than by the fact that he will have to spend the rest of his life in prison? ,Death Penalty,0
4013,"Moreover, diets high in animal protein are associated with high blood cholesterol, which increases the risk of cardiovascular disease... all animal products contain significantly more concentrated pesticide residues than vegetables or fruits... like red meat, poultry, and fish do not contain useful carydrates, fibres, or phytochemicals... fish contain significantly more heavy metals (such as lead, mercury, and cadmium) and industrial pollutants (such as pesticides, yeast, and dioxins) than land animals... in the United States alone, about 10 billion animals die each year to become meat. ",Vegetarianism,0
4014,"Legalizing same-sex marriage can lead to a slippery slope, ""by giving people in polygamous, incestuous, celibate, and other non-traditional relationships the right to marry."" [10] In April 2013, slide author Julian Keenan wrote that, just as heterosexual marriage is no better or worse than same-sex marriage, marriage between two consenting adults is no more or less ""correct"" than marriage between three (or four, or six) consenting adults. ",Gay Marriage,1
4015,"There is no good reason why the government should arrest people for prostitution or (selective) drug use, but not for obesity, canteens, promiscuous sex, or a host of other activities that may be far more harmless. ",Prostitution,0
4016,"Our federal and state constitutions are based on the rights that we give to the accused - the right to be notified of charges, the right to a speedy and public trial, the right to confront witnesses, the right to counsel, the right to self-instigate crime. ",Death Penalty,1
4017,"First, the slippery slope is very real... as Dr. [k.f.] put it, the shooters have proven that once murder is accepted as the solution to one problem, tomorrow it will be regarded as the solution to hundreds of lives... as soon as we accept the killing of terminally ill patients, as the shooter did, we will inevitably accept the killing of chronically ill patients, depressed patients, and eventually perhaps even children.... [t] he euthanasia virus catches. A 2000 report found that 10 percent of euthanasia deaths appear to be the result of euthanasia [end-of-life decisions in medical practice in flandera, belgium: nationwide survey, lancet, nov.25, 2000]. ",Euthanasia,1
4018,"Human-induced global warming is altering weather systems and making heat waves and droughts more intense and frequent. [16] a sep. A 2014 study by the US Meteorological Society found that human-induced climate change significantly increased the risk of heat waves in 2013. [46] According to an August 2012 study published in the Proceedings of the National Academy of Sciences, there is a high degree of confidence that the 2011 heat waves and droughts in Texas and Oklahoma, and the 2010 heat waves and droughts in Oklahoma, were the result of global warming, and that extreme weather events are becoming more common as a direct result. ",Humans Cause Climate Change,0
4019,"From 1970 to 2012, roughly 30% of all our households were couples without children, and in 2012, the number of couples without children surpassed the number of married and unmarried couples by 9%. [96] 6% of married women aged 15-44 are infertile, according to our Centers for Disease Control and Prevention. [97] In a 2010 survey by the Pew Research Center, both married and unmarried people rated love, loyalty, and communication higher than having children as a very important reason for getting married, and only 44% of unmarried people and 59% of married people cited having children as a very important reason. [42] Some of us have never had biological children of our own, including George Washington, who is often described as the father of our country. [9] [12] ",Gay Marriage,0
4020,"As horrible as the act they committed, I believe that everyone has the potential to improve and correct it. So I am optimistic that it is still possible to deter criminal activity and prevent such harmful consequences in society without resorting to the death penalty. ",Death Penalty,0
4021,"According to this definition, prostitution is a service industry, just like any other in which people exchange skills for money or other reward... dissenting adults and all children who are coerced into sexual activity (commercial or otherwise) deserve the full protection of the law, and they deserve full punishment by the law. Sex workers deserve the same rights as workers in any other profession, including the right to legal protection against crimes such as sexual harassment, sexual violence, and rape... there are some dishonest people in all spheres of life - government, law, journalism, banking, law enforcement, the stock exchange, medicine, clique, prostitution, and if every profession were criminalized when some of its members violate the law, there would be few legally sanctioned professions. ",Prostitution,0
4022,"But there is no such thing as a life that is not worth life. every life holds promise, even when it involves disability, injury, illness, or old age. ",Euthanasia,0
4023,"Parallel testing is needed for two separate purposes: (a) to test multiple parts of the system that are used during actual elections, but not in a laboratory testing situation; and (b) to test for possible malicious code or insider information designed specifically to avoid tampering in a laboratory or testing situation, but to secretly alter votes during actual elections. ",Voting Machines,1
4024,""" This year's results show a return to a higher trust rating for Dres, consistent with the results of 2000, after all the controversy and heated rhetoric from voting interest groups, Americans ""opinion on this issue has statistically returned to where it was in 2004, with a higher trust rating for the confidentiality and accuracy of the combined voting systems."" ",Voting Machines,1
4025,"A single convention on narcotics, 1961, requires the provision of information to joint nations on the use and production of marijuana, regardless of the drug code for marijuana and tetrahydrobinol. ",Medical Marijuana,1
4026,"- Yes, it is true that the health-care law will raise taxes on some Americans, especially those with higher incomes. The law includes a payroll tax of 0.9 percent on income over $200,000 for individuals or $250,000 for couples, and a tax of 3.8 percent on investment income for those earning such income. The Joint Committee on Taxation estimates that the largest share of revenue - $210.2 billion - comes from these taxes. ",Obamacare,0
4027,"We make it clear that the final decision on whether to seek the death penalty will be made by our office, but in making that decision, we will take into account the feelings and views of the Family. Of course, the opinion of the victim's family on the death penalty matters, but it is the responsibility of the prosecutor, as the representative of the people, to decide whether the death penalty will be applied. ",Death Penalty,0
4028,"Remember that the period from 1870 to 1913 was one of the most progressive periods we had in the united state, and that it was the golden period of the gold standard... I am known as the ""golden beetle"" and everyone laughs at me, but why do central banks own gold now? """,Gold Standard Currency,1
4029,"Hunger, said amartya sen, is the result not of scarcity, but of poverty. ",Biofuel Production Causes Food Crisis,1
4030,"This study analyzed a large sample of homosexual and heterosexual men to examine the relationship between sexual orientation and needlework. No association was found: both heterosexual and homosexual men had levels of sexuality of about 11-12%, which is similar to what is commonly found in the general male population (see annett, 1985; bryden, 1982; gilbert and Wysoe, 1992; lansky et al., 1988). ",Sexual Orientation Connected with Handedness,1
4031,"From the first full year when the gold standard blueprint for the constitution came into effect, 1790, to 1913, when the federal reserve came into being and the serial dismantling of the gold standard began, the United States economy has grown in size, in real terms, by only about 150 folklore figures. ",Gold Standard Currency,1
4032,"I started working on the streets in 1972 when I was a student and then I went to work in a brothel and massage parlours in the 1980s... the client was of course fully supported by the law - he was not against the law to ask or pay for sex, but he was against the law to ask for money for sex, which of course was an activity that sex workers could not avoid... after the law was changed, people feel they can go to the police and report violence. ",Prostitution,1
4033,"For example, my colleagues and I have found that, compared to Caucasians, African-Americans tend to report a later onset of alcohol use, lower rates of alcohol consumption, and slower increases in alcohol consumption during adolescence and young adulthood. """,Lower Drinking Age,1
4034,"For example, if an employer hires a ""father and son"" and their age difference is only one (1) year, it should be a sign that they are ""turning a blind eye."" ",Immigration,1
4035,"Cow's milk is rich in vitamin d, which is also good for bones. Calcium and vitamin d help prevent osteoporosis... Cow's milk is also a source of potassium, which can increase vasodiabetes and reduce blood pressure. Increasing potassium intake and reducing sodium intake can reduce the risk of cardiovascular disease... Cow's milk is a rich source of high-quality protein, containing all the necessary amino acids. Whole milk is also a rich source of energy in the form of saturated fat, which can prevent the use of muscle mass for energy... knee osteoarthritis is not currently cured, but researchers say that daily milk consumption is associated with reduced disease... it is also a rich source of choline; ",Milk,1
4036,"But these huge subsidies have done little to increase solar's contribution to electricity generation, as solar power is expected to produce only 0.6 percent of electricity this year... the states have also heavily subsidized the solar industry, offering tax breaks and 538 offsetting programs. Twenty states have personal tax credits related to solar products, 18 have corporate tax credits and deductions, and 14 states and purico offer taxpayer-funded grants to support solar power in the city. ",Solar Power,0
4037,"Health care: Health care reform was Clinton's main goal when he took office, but his administration was ill-prepared for such a big task and made several blunders. ",Bill Clinton,1
4038,"Now I think that this strategy is important because the deployment of 6,000 troops to support the border patrol will have immediate results... and it is time to get immediate results... the border patrol will support border control, and the border patrol will certainly be on the loose. The border patrol will manage surveillance and communication systems, they will help build patrol roads and vehicles. ",Immigration,0
4039,"If someone wants to make millions of dollars as a professional baseball player, they can feel red to use steroids to make themselves better than they can be. ",Performance Enhancing Drugs,0
4040,"For example, a 2003 study found that health-care costs for colon, lung, prostate, and breast cancer in Kentucky were higher for privately insured patients than for privately insured patients. ",Obamacare,1
4041,"Compared to 2004, the largest number of complaints concerned mechanical problems with electronic voting machines. In 2004, about 3 percent of calls involved machine problems. This year, 16.9 percent, or more than five times as many as in 2004, involved mechanical problems. ",Voting Machines,0
4042,"Election officials can only count what the machines are recording, so it is impossible to conduct a thorough audit of the election. ",Voting Machines,0
4043,"There is no special regulation to stimulate production or consumption. Yes, I know. If government preferences, subsidies, military action, and so forth were added to the real cost of oil, we would pay at least twice as much as we pay for gasoline, diesel, and heating oil. But in the long run, such preferences and subsidies are impossible. ",Alternative Energy,1
4044,"These effects can last for up to 24 hours after smoking marijuana. """,Marijuana,0
4045,"When the 1986 tax reform law lowered the top marginal rate from 46% to 34%, the federal budget deficit increased from $149.7 billion to $255 billion in 1987-1993. [25] The Congressional Budget Office estimates that President Trump's tax cuts and job creation law will increase the projected federal deficit from $16 trillion in 2018 to $29 trillion by 2028. [65] Read more ",Lower Corporate Taxes,1
4046,"Obamacare is a fraud, you know it, we all know it. It's growing at a rate that no one has ever seen around the world... Obamacare will never work... it's very bad, very bad health insurance. ",Obamacare,1
4047,"Well, sport is so important to so many people, especially young people, and it's a harbinger of how you're going to behave in other aspects of social interaction. ",Performance Enhancing Drugs,0
4048,"When people are provided universal health care and are not directly responsible for health-care costs, they may use more medical resources than necessary, a phenomenon known as moral hazard. [93] According to the Brunner Institute, just before the introduction of the Medicaid system in 1964, people living below the poverty line saw a physicaid 20% less often than those who were not in poverty, but by 1975, people living in poverty who were placed on a medicaid saw a physicaid 18% more often than people who were not on a medicaid. [83] A study published in Science found that out of 10,000 uninsured Portland residents who gained access to a medicine, 40% were more likely to attend emergency rooms, even though they, like everyone else, were not covered. ",Universal Health Care,1
4049,"In 2006, the National Academy of Sciences estimated that wind farms cause less than 03% (3 out of 100,000) of human (and feline) bird deaths... one turbine emits 1,800 tons of carbon dioxide, a major pollutant of global warming, each year (equivalent to planting one square mile of forest), based on the current average amount of fuel used to produce the same amount of electricity as a modern fleet of wind turbines (818 MW), which would require burning 23 million tons of coal (a line of 10-ton trucks longer than 9,000 miles) or 75 million barrels of oil each year. ",Alternative Energy,1
4050,But the international community cannot give in. Reliable polls show that a majority of both pros and cons still want a two-state solution. The only alternatives are the status quo or a bi-national state of some kind - both are dead ends. ,Two-State Solution,1
4051,"Like it or not, drugs have become part of modern sport. Rather than being condemned, all athletes should be allowed to take whatever substances they believe improve their performance. ",Performance Enhancing Drugs,0
4052,"The misuse of performance-enhancing substances - commonly referred to as ""doping"" - is incompatible with the spirit of sport... the concept of fair play is central to both the ""spirit of sport"" and to due process. ",Performance Enhancing Drugs,0
4053,"When Ola Jones sued Clinton for sexual harassment, he became the first sitting president to testify before a grand jury investigating his own conduct. [3] The only other president in our history to be indicted was Andrew Johnson in 1868. [4] Some blame Clinton's moral shortcomings for discrediting members and supporters of the Democratic Party and causing him to lose the 2000 presidential election. [28] ",Bill Clinton,1
4054,This practice is a clear violation of the Federal Trade Commission Act and leads to higher milk prices for consumers and fewer choices for farmers. Feeding cows with rust increases milk production and has been verified as completely safe for both cows and humans by the Food and Drug Administration... [c] The widespread advertising practices mislead consumers by claiming that there are health and safety risks associated with rust milk. ,Milk,1
4055,"- In terms of rhetoric, when Ryan says he doesn't like the word ""death panel,"" I'm happy, but it's worth noting that it's not about semantics; it's about politics. ",Obamacare,1
4056,"All fully electronic (sensor, electronic, Internet) voting systems are subject to limitations and risks associated with computer technology. this includes the impossibility of verifying, however thorough, the availability of hardware and / or software that could be used, intentionally or accidentally, to alter election results... democratic elections require independent verification that (a) all voting options have been recorded as intended, and (b) the total number of votes has been reliably and indisputably created from the same material considered by voters. ",Voting Machines,0
4057,"To this end, we are committed to safe nuclear power and advanced technologies... there is no silver bullet that will immediately solve our energy problems or dramatically reduce gas costs. But we must work together to respond to the president's call to increase domestic consumption, expand our nuclear infrastructure, and address our long-term nuclear waste storage challenge. ",Alternative Energy,0
4058,"Recreational marijuana use is an intoxicating and addictive drug that poses serious health risks, like nicotine and alcohol... marijuana use increases the risk of a heart attack, increases heart rate, alters blood pressure, can cause irregular heartbeat, increases heart stress, lowers oxygen levels in the circulatory system, and causes angina... in my court of law, some juveniles have admitted to robbing homes or robbing their victims to pay for recreational marijuana. The cost of recreational marijuana can run into thousands of dollars and can lead to unnecessary financial hardship for families. ",Marijuana,0
4059,"Thanks to the new system, millions of underserved people - in rural towns, cities, and everywhere in between - have access to care for the first time... and thanks to the new system, you can't be discriminated against if you have a pre-existing condition - including what the preexisting condition is called being a woman. and, of course, the health-care system is still scary, but things are improving. ",Obamacare,1
4060,"According to the injunction, the death penalty can be imposed only in two cases. First, if a person is physically harmed or injured by another person, Islam requires the state to restore justice to the individual (or to his / her relatives) by allowing him / her to cause harm or injury to the perpetrator in the same way that he / she is guilty of causing harm to his / her victim, in the first case. ",Death Penalty,0
4061,"Each piece of equipment is prepared by the electoral headquarters... prior to this process, all equipment is sealed and guarded until it arrives at the polling station... a judge of the machine monitors the voting process and checks and relocates any voter who attempts to tame the voting equipment... election data are stored only on memory cards (not on floppy disks), which are locked inside the physical polling station behind a sealed label and are constantly monitored by local election officials... voters do not have access to the polling stations at all... polling station workers have access to the card after the polls close, but (like a classic paper ballot box) only under the obstruction of their fellow observers. ",Voting Machines,0
4062,"We - a group of Nobel Peace Prize laureates - are writing today to ask you to do the right thing for our environment and reject the proposal to build a key XL, a 1,700-mile pipeline that would stretch from Canada's Alberta tar sands to the Texas Gulf Coast... [s] travel mining and dry tar sands from under Alberta's onboard forts, and then pump thousands of barrels of oil a day from Canada to Texas would not only hurt people in us - but also threaten the entire planet. ",Oil Imports,1
4063,"Moreover, milk and dairy products have been shown to be associated with a neutral or reduced risk of type 2 diabetes and a reduced risk of cardiovascular disease, particularly stroke. ",Milk,1
4064,"Rising health-care costs are the main driver of our long-term spending, and controlling them is critical if we are to grow the economy, create jobs, and compete in the global economy. ",Obamacare,1
4065,Claims that recent severe weather and flooding in the US are evidence of human influence on the global climate are scientific nonsense... by those who have called CO2 the greatest deception in human history that causes global warming / climate change. ,Humans Cause Climate Change,1
