,Query,Target,Stance
5513,"There needs to be a paradigm shift in the way people view the conflict and ways to solve it, because the point of no return seems to be on the horizon and as long as that is the case, Israel can avoid the blame for passing the point of no return... This is actually easier than with two states because issues of separation no longer become the insurmountable obstacles they are currently. Nevertheless, the debate over the benevolence of a two-state solution is moot given that the two-state solution i",Two-State Solution,0
5514,"Most diseases that vaccines target are in many cases relatively harmless. Chickenpox is often just a rash with blisters and can be treated with acetaminophen, cool compresses and Calamine lotion. [107][108] Rubella is often just a virus with a rash and low fever and can be treated with acetaminophen. [72][109] Rotavirus can normally be treated with water and probiotics.",Vaccines For Children,1
5515,"It is a simple recipe that has worked in Israel proper for generations and produced too many Jewish and Arab success stories to count... Israel should continue to build and extend all existing West Bank territories into Israel proper with all the rights and privileges it entails, and to all its inhabitants it's time for everyone living in the West Bank territories to enjoy the same rights and opportunities and not to insist on more racial and religiously segregated states.",Two-State Solution,0
5516,"Pasteurization kills or slows the growth of pathogens and microbes and must be done according to state standards under sanitary conditions. The process involves the heating of milk to a high temperature for a specific time and then immediately cooling it. The manufacture and sale of unpasteurized [raw] milk products poses a risk of pathogenic contamination. Those pathogens include Salmonella, Listeria, e-coli, Staphylococcus aureus and tuberculosi",Raw Milk,1
5517,"During our reflections on the 41st anniversary of the Supreme Court decision in Roe v. Wade, we recommit ourselves to the decision’s guiding principle that every woman should be able to make her own choices about her body and her health, as well as to her constitutional right to privacy, including the right to re-productive freedom. We resolve to reduce the number of unintended pregnancies, support maternal and child health, and continue to build safe and healthy communities for all our children",Abortion,0
5518,"According to former Congressman Dennis Kucinich (D-OH) the United States Constitution's purpose, as stated in the preamble, is to promote the general welfare of the people with health care a legitimate function.",Universal Health Care,1
5519,The research falls into nine independently-studied but physically related lines of evidence that help build the overall clear conclusion that humans are the main cause of climate change : 1. Simple chemistry that when we burn carbon-based materials is emitted carbon dioxide (CO2) (data collection beginning in 1970s) 3. Measuring atmospheric CO2 to find that it is indeed increasing and that the levels are higher than anything we’ve seen in hundreds of thousands of years (research beginning in 1930s). Environmental research that finds that rising CO2,Humans Cause Climate Change,1
5520,In the end I was left to reflect on what I would want in face of my own death. I do not know what I would do if I were dying in prolonged and excruciating pain. I am certain that it would be a comfort to be able to consider the options afforded by this bill and that I wouldn't deny that right to others.,Euthanasia,1
5521,"The ability of the Federal Reserve to print fiat money and maintain easy credit by reducing interest rates too low from 2001 to 2006 [23] was a significant cause of the real estate bubble that led to the Great Recession, setting the stage for another possible bubble and collapse. Since the United States gave up the gold standard there have been 12 financial crises, including the financial crisis of 2008-2009 [20]",Gold Standard Currency,1
5522,"The travel ban and embargo have not ended Cuba’s misery, but will only add to that misery.  2.4 million tourists visited Cuba last year, more than 800,000 of them Canadians. Yet even for this exposure to foreign citizens, money and ideas, the power of the Castro brothers has not diminished.",US Embargo Against Cuba,1
5523,"In the vast majority of states, the number of insurers competing on the state exchange is actually less than the number of carriers that previously sold individual insurance market policies in the state. At the local level, in over half of the 3,135 U.S. counties, exchange enrollees will have a choice of coverage from three or fewer carriers ; in Alabama, about 96 percent of the state's counties will have only one insurer offering coverage in the exchange. The flawed policies contained in Obamacare neither foster competition nor increase",Obamacare,1
5524,"However, mood enhancement, anxiety reduction and mild sedation can be desirable properties of medications — especially for patients suffering from pain and anxiety. Thus, although the psychological effects of marijuana are merely side effects in treatment of some symptoms, they could directly contribute to the relief of other symptoms.",Medical Marijuana,0
5525,"In sum, it comes down to one word: choice. Millions of previously uninsured Americans will now have health care coverage.",Obamacare,0
5526,"The House Bill 1094 [to abolish death penalty] gives Colorado an opportunity to extricate itself from what many states are increasingly finding to be an ineffective and expensive burden. The clear national trend is away from a broad use of the death penalty as a substitute for the death penalty. In public opinion polls, there is a clear upward trend in support for life-without-parole sentences as a substitute for the death penalty. (This does not even take into account the less tangible costs such as the risk of executing",Death Penalty,1
5527,"The American people unleashed the most powerful postwar recovery in history — reducing poverty, raising incomes and creating a prosperity that benefited every income group, renewed communities and lifted the entire global economy — by restoring a neglected U.S. military and its alliances, with the eventual defeat of the Soviet empire.",Ronald Reagan,0
5528,The concept of over-the-counter birth control ignores the grim reality that not all people can easily purchase birth control from a pharmacy in full view of their pharmacist and others from their community. Some are young and can’t purchase birth control without a parent’s consent. Some have medical conditions or allergies that risk serious side effects if the birth control they use isn’t carefully selected and the dosage modified to fit their body.,Contraception,1
5529," [Fast] is that in some schools of Los Angeles Unified, the country’s second largest school district, African-American and Latino students are two to three times more likely to have a teacher in the bottom quartile of effectiveness than their white and Asian peers. These persistently ineffective teachers contribute to a devastating and unjustified inequality in our public education system.",Tenured Teachers,1
5530,"The evidence in this record clearly shows that marijuana has been accepted as capable of relieving the distress of great numbers of very ill people and doing so with safety under medical supervision. It would be unreasonable, arbitrary and capricious for DEA to remain between those sufferers and the benefits of this substance in light of the evidence in this record, that there is no lack of accepted safety for use of it under medical supervision and that it can legally be transferred from Schedule I to Schedule II. The judge recommends that the Administrator move marijuana from",Marijuana,0
5531,"The children of college graduates are healthier and more prepared for school. A medical journal study from 1970 to 2009 showed college graduates have a lower infant mortality rate compared to 14% for children in households with high school graduates. [11] 18% more children aged 3 to 5 years old with mothers who have a bachelor's degree could recognize all letters compared to children of high school graduates. [11] In 2010 59% of elementary and middle school children attended after-school activities like sports, arts, and scouting ",College Education,1
5532,"Based on a neutral reading of the Patient Protection and Affordable Care Act and bipartisan third party analysis, this question appears to have a clear and obvious positive (yes) answer, and ProCon.org has presented the answers in a single column with no opposing perspective.]",Obamacare Taxes On Upper Bracket,1
5533,"There are good reasons to maintain capital punishment in our state... Justice is sometimes dismissing a charge, granting a plea bargain, expunging a past conviction, seeking a prison sentence or sometimes — for the worst of the worst murderers — death... A drug cartel member who murders a rival cartel member faces life in prison without parole. What if the murder was preceded by torture or rape? How about a serial killer who kills dozens, hundreds and thousands?",Death Penalty,1
5534,"The civil institution of marriage should focus only on the union of one man and one woman, and only the union of a man and one woman can encompass the unique physical act from which children are born. Children flourish best when their biological parents are married to each other. Loving, committed relationships exist not only between same-sex couples but also between many other individuals who are not sexually intimate. Create a reciprocal beneficiary status, like that found in Hawaii, is a viable and reasonable alternative to recognizing same-sex union",Gay Marriage,0
5535,"Using 1970-2007 data from the United States, a Tax Foundation study estimated that worker wages can be estimated to fall by about $2.50 for every $1 increase in the state and local corporate tax revenues, which results in lower income for businesses and a net increase in unemployment.",Lower Corporate Taxes,0
5536,The phenotype of complex diseases reflects the multifactorial effect of all contributing genes (polygenic) and all environmental factors ”— Obesity is one of the most frequent and serious metabolic diseases and strategies for long-term regaining weight are largely ineffective.,Obesity is a Disease,1
5537,The [standardized] tests remain an important part of accountability and should not be minimized or dismissed as just a bunch of data — especially now that other mechanisms of accountability fall by the wayside — but they do measure critical thinking in a nuanced way — it can’t be hidden underneath social promotion or grading inflation or meaningless diplomas — a desperately needed measure of objective clarity.,Standardized Tests,0
5538,"Prostitution is violence against women at its core. Safe prostitution creates a class of human beings who are not supposed to feel when they are most supposed to feel, who are not allowed to say no to unwanted sex. The way to address oppression is to end it - not legalize, regulate or make it more tolerable. The most effective way to address this commercial sexual exploitation is to penalize buyers and offer those caught in the sex trafficking industry a way out.",Prostitution,1
5539,"However, some would argue that athletes should be prohibited from using performance-enhancing substances such as stimulants and steroid, because these substances can harm those who use them. In addition, society has an interest in preventing the violence associated with the use of steroids and other drugs.",Performance Enhancing Drugs,0
5540,"Let me give you five reasons why the Pledge of Allegiance is constitutional and should be affirmed by the Court as not violating the Establishment Clause. The Pledge of Allegiance does not refer to Christianity or any other particular religion. The Rights of mankind, the basic rights of mankind - freedoms - belong to a Creator. That was what our founding fathers believed. It is a statement that does not present a constitutional crisis or a theological one.",Pledge of Allegiance,1
5541,"What would happen if there was a power failure on Election Day? Voting would continue and no votes would be lost. Each voting unit has a back-up battery and each battery is fully charged when the polls open. If for any reason the battery cannot provide sufficient power, no additional voting would occur on that particular unit but all votes previously cast would be stored on the unit.",Voting Machines,1
5542,"The only difference between the two is the person who actually administers the lethal dose - the doctor or the patient - whereas in the case of physician-assisted suicide, the physician acts in the sense of retaining the right to change his or her mind until the time when the lethal process becomes irreversible. How could there be a substantial moral difference between the two based only on this small difference in the role played by the physician in the causal process resulting in death?",Euthanasia,0
5543,"With millions of Americans now enrolled or preparing to enroll in Marketplace-based qualified health plans and Medicaid, it is clear that the Affordable Care Act is approaching its goal to reduce the number of uninsured, improve the quality of the health care delivery system and drive down costs. ACP remains committed to supporting the Affordable Care Act and enabling the nation's internists to provide their patients with the tools to enroll in affordable health insurance and to steer the nation's health care system to deliver high-quality, high-value care",Obamacare,0
5544,"After extensive review of the 'training' issue, the OIG concluded that the matter does not lie in the caliber or technological experience of the poll worker, but is grounded in the absence of quality training sessions and written training materials. Basic training could have taken place with the initial shipment of devices. Obviously, the absence of a quality training plan affects successful implementation of any such endeavor.",Voting Machines,1
5545,"The Affordable Care Act is a pro-insurance industry plan backed by a president who knew in his heart that a single-payer, Medicare for all model was the true way to go. When right-wing critics ""expose"" the fact that president Obama has approved a single-payer system before 2004, they are actually telling the truth. By 2017 we will be funneling over $100 billion annually to private insurance companies and you can be sure they'll use some of that to privatize Medicare. For many",Obamacare,0
5546,Using HGH to recover from an injury gives your team an edge over other teams who have injured pitchers who refuse to cheat and break the law in order to recover faster - anything that brings disgrace to the game of baseball is cheating. Period.,Performance Enhancing Drugs,0
5547,"We maintain that consent and the upholding of individual rights are key distinguishing factors between sex work and sexual assault ; we reject the notion that sex work is inherently linked to violence ; the presence of sex workers in social movements, the visibility of sex workers in communities of all kinds, and societal awareness of sex worker rights as fundamental to human rights in no way perpetuate violence, sexual assault, slavery and trafficking in persons ; and we believe that when sex work is decriminal",Prostitution,0
5548,"The chemical and biological warfare structures in Iraq constitute formidable international threats through potential links to international terrorism... this is enough to justify the international military intervention undertaken by the United States and Britain. To accept the alternative -- letting Hussein remain in power with his chemical and biological weapons capability -- would have been to tolerate a continuing destabilizing arms race in the gulf, including future nuclearization of the region, threats to the world's energy supplies, leakage of WMD technology and expertise to terrorist networks, systematic ",War in Iraq,1
5549,"The ACLU is a teaching instrument. The ACLU is part of the social fabric, it teaches America what civil rights are all about.”",ACLU,0
5550,"According to a report by McKinsey & Company, a global management consulting firm, 20 school systems that have achieved significant, sustained, and widespread gains on national and international assessments used proficiency targets for each school” and frequent, standardized testing to monitor system progress “ in November 2010.",Standardized Tests,1
5551,"And I think that the time for a two-state solution is gone because it went two years after the Oslo accords were signed. And it is very clear to me that a two-state solution just isn't possible. Where are they going to have the second state? Who are going to stop the Israeli settlements in East Jerusalem that encroach more and more Palestinian territory?... The Israelis have themselves made a two-state solution impossible, except in arguing for a one-state solution.",Two-State Solution,1
5552,The myth that milk may not be beneficial to bone health often resurfaces in media reports. Bone health experts are concerned that this may be causing confusion among the general public and leading many people to avoid dairy products unnecessarily – when in fact they are among the best sources of bone and muscle health.,Milk,1
5553,"She cited a New York Times article on marijuana and addiction (1997) where Jack Henningfield and Neal Benowitz rated the addictive effects of cannabis vs. other commonly used drugs such as heroin, alcohol and cocaine as being the lowest level of risk ;, in case of high daily intake (Cohen 1976, any withdrawal symptoms were transient and mild ). None of the patients who participated in the Missoula Chronic Use Study had ever experienced any withdrawal symptoms, but rather an increase in symptoms that cannabis treated for them",Medical Marijuana,0
5554,"Standardized tests may be lucrative for educational publishers and useful for politicians who want to control school resources, but they rarely improve learning. No Child Left Behind promoted empty lessons geared toward such tests and as a result teacher spontaneity is compromised, leaving students uninspired.”",Standardized Tests,0
5555,"Even where immunization is generally mandatory, there has almost always been a provision for parents with conscientious objections to withdraw their children from the immunization program. When smallpox vaccination was compulsory in the United Kingdom in the 19th century, the poor were fined or even sent to prison for the inability to pay, and the children were unimmunized with the introduction of the National Health Service in 1948. In an era when people are less accepting of authority and do not expect to",Vaccines For Children,0
5556,"The wind doesn't always blow and sunlight isn't always hitting every solar panel - renewable energy desperately needs a very big battery, a load leveler - without some form of energy storage - renewables are physically limited to less than a twenty percent share of the grid - renewables are more of a headache than a resource for a grid manager - Electricity storage tools are expensive. Very expensive. Too expensive to justify on their own or at a societal scale.",Alternative Energy,0
5557,The main study supporting a relationship with the type of milk consumed was a comparison of 20 countries. Those with the highest consumption of A1 beta casein had the highest rates of type 1 diabetes and heart disease.,Milk,0
5558,"According to a 2013 IPCC report there is high confidence (about an 8 out of 10 chance) that anthropogenic global warming is causing permafrost to melt in high-latitude regions and in high elevation regions, increasing the rate of permafrost melt, changing local hydrology and affecting critical habitat for native species and migratory birds. [52] According to a 2012 report, while rising temperatures in the Arctic are expected to increase at twice the global rate by the end of",Humans Cause Climate Change,1
5559,"In the vast majority of states, premiums rose in the first quarter of 2014 relative to state-level seasonally adjusted trends. Health insurance premiums almost always go up but it is striking that they went up so much relative to trend in the first half of 2014 in the four most populous states. Across all states, enrollment-weighted premiums in the individual health insurance market increased 24.4 percent over what they would have had they followed state-level seasonally adjusted trends.",Obamacare,1
5560,"While Diebold knew that eliminating audit log records would violate the federal standards, it clearly knew as early as 2001 that adding a 'clear' button is easy but there are too many reasons why doing that is a bad idea... As the Secretary of State observed the 'Print' and the 'Clear' buttons were placed in the same horizontal row near each other.",Voting Machines,0
5561,College graduates attract higher-paying employers to their communities. A 1% increase in college graduates in a community increases the wages of workers without a high school diploma by 1.9% and the wages of high school graduates by 1.6% [21] Read more,College Education,1
5562,"Foods of animal origin naturally contain hormones in general, but cow's milk may be a particularly important source of hormones. The hormones naturally found in organic cow's milk may have played a role in studies that found a relationship between dairy products and human ailments such as acne, certain cancers and male reproductive disorders. Milk consumption has also been associated with an increased risk of early puberty in girls and endometrial cancer in postmenopausal women.",Milk,0
5563,"While the case for banning various types of drugs and other enhancers is strong, the ability to control doping is limited: there is a continuing battle between bans and discovery of new enhancers that have not been banned... the result is a fragile equilibrium between bans, enforcement of bans, and the search for new substances and ways to evade bans on old substances. This is not a perfect result, but I believe it is on the whole better for competitive sports and for participants than a policy that",Performance Enhancing Drugs,0
5564,"Based on a neutral reading of the Patient Protection and Affordable Care Act and bi-partisan third party analysis, this question seems to have a clear and obvious Pro (yes) answer, and ProCon.org therefore presents the responses in a single column without any opposition perspective.",Obamacare,1
5565,"This study provided evidence that female indoor sex workers in the Netherlands do not exhibit a higher level of work-related emotional exhaustion or lower level of work-related personal competence than a comparison group of female health care workers (mostly nurses). The fact that the findings were partly contrary to expectations and contrary to suggestions from others that sex work is intrinsically traumatizing may be explained by sample differences. Here, indoor sex workers were studied, while many other studies focus almost exclusively on street workers.",Prostitution,0
5566,"Whether we like it or not, drugs have become part of modern sport, and instead of condemning them all athletes should be allowed to take whatever substances they feel improve their performance.",Performance Enhancing Drugs,0
5567,"We let ex-convicts marry, reproduce, buy beer, own property and drive in time of war. They don't lose their freedom of religion, their right against self-incrimination or their right not to have soldiers quartered in their homes. But this is one of those cases where we should do the right thing and let the chips fall where they may. They'd be better off if we let them vote, and so would the rest of us.",Voting Rights for Felons,1
5568,"Athletes can fool the anti-doping agencies... Antonio Pettigrew [member of the 2000 US men's 1,600-meter relay team] had admitted to using performance enhancing drugs before, during and after the 2000 Sydney Olympics. Pettigrew is another on a very long list that proves that duping the anti-doping agencies is easy enough... Teammates and coaches can put pressure on the dopers in a way that the anti-doping agency won't be able to kee",Effective Existing Efforts for Performance Enhancing Drugs,1
5569,Single-serve containers of chocolate or other flavored 1% or whole milk drinks can be too high in calories (400-550 calories) and saturated fat (1/3 of a day's worth) to be a healthy drink for kids.,Milk,1
5570,"The idea of a hydrogen economy has burst like a supernova over the energy policy landscape, mesmerizing us with its possibilities while blinding us to its weaknesses. This is the time to start making a major effort to move solar energy from the margins of energy production to its center rather than to spend the next generation creating the infrastructure a demand for a hydrogen economy and end up with 2 percent of the hydrogen market today...",Alternative Energy,1
5571,"Every day, as we all see the benefits of health care reform in our lives, support for Obamacare will grow stronger. Soon even the most partisan Republicans will be able to attack it. 317 million -- That's how many Americans potentially benefit from the requirement that insurance companies provide free flu shots, HIV screenings, prostate exams, mammograms and FDA-approved contraception for free, without a co-pay.",Obamacare,1
5572,"College allows students to explore career options, including career services, internships, job shadowing, job fairs and volunteer opportunities, in addition to a wide variety of courses that may provide a career direction. Over 80% of college students complete internships before graduation, giving them valuable employment experience before entering the job market.",College Education,1
5573,"More than 60 percent of the roughly 100,000 parolees and probationers subject to the State felon-disfranchisement law are African American or Latino, which the ACLU and Rutgers say is in large measure a consequence of racial profiling in the criminal justice system... The organizations are asking the Inter-American Commission to investigate the claims in their petitions, declare the federal government and New Jersey and other states with similar post-incarceration voting restrictions in violation of universally accepted human rights standards an",Voting Rights for Felons,1
5574,"Sex work is legitimate work and problems in the industry are not inherent in the work itself - it is vulnerability, not sexual work - that creates victims Sex workers should enjoy the same human rights as other people and the same labor rights as other people when the debate is moved from a moral framework and placed in the framework of labour rights.",Prostitution,1
5575,"In vitro assays, animal tests and some human, preliminary studies have demonstrated the numerous antipsychotic and anticancer effects of CBD on immune cells to produce several potentially therapeutic effects in animal models as well as patients with neurologic diseases... in anxiety... and psychosis... CBD is a neuroprotective antioxidant’",Medical Marijuana,0
5576,"Unauthorized sharing on social media exposes artists to copyright infringements, loss of intellectual property and loss of income. According to Business Insider, illegally uploaded videos do tens of millions of views and hundreds of thousands of shares with profits going to those who shared the content rather than those who created it. [277] Photographer Daniel Morel was awarded $1.2 million in damages after Getty Images and AFP were found to have willfully violated his copyright by selling photos he had posted without his permission",Social Media,0
5577,"[84] According to Christian Schlüchter, Professor of Geology at the University of Bern, a 2013 study of glaciers in Western Antarctica found that 86.6% of the glaciers were not receding due to atmospheric circulation changes that caused rapid warming of the West Antarctic Ice Sheet. [85] According to Schlüchter, the current retreat of glaciers in the Alps began in the mid-19th century before large amounts of human-caused CO2 had entered the atmosphere.",Humans Cause Climate Change,1
5578,"Do you think that an illegal immigrant receiving money is going to be paying taxes? Sure, some probably do only because employers insist on it. But there's very little, mainly 5 percent, 10 percent. It's a very small amount who pay taxes.",Immigration,1
5579,"According to a 2002 paper by Caroline M. Hoxby, PhD, the Scott and Donya Bommer Professor in Economics at Stanford University, standardized tests cost less than 1% of global education spending, totaling $5.81 per student per year. Other cost estimates range from $15-$33 per student per year by the nonpartisan US Government Accountability Office (GAO) to as low as $2 per student per year by the testing scholar and economist Richard P. Phelps. [55] A 50-i",Standardized Tests,1
5580,In 2016 I cannot understand why any criminal sanction should be considered to apply to the voluntary sale and purchase of sexual services. This is clearly a private matter in which the state should not seek to legislate... I have always believed that any person selling sex has a right to demand whatever resources it would take to leave prostitution to a situation they can realistically thrive and grow in.,Prostitution,1
5581,The results of the NHIS confirmed earlier findings that 2014 saw dramatic reductions in the share of Americans without insurance – reductions that correspond to an estimated 10 million people gaining coverage since the start of open enrollment — a view that was published in the New England Journal of Medicine this summer.,Obamacare,1
5582,Doping is very much like terrorism is to nations and the sporting world insidious. At the core we are drawn to the physical majesty of young men and women who do wondrous things with their bodies. Sport is art -- aesthetics -- tabulated. We are outraged at games that are fixed. Drugs fix bodies. It's the same thing and we know it.,Performance Enhancing Drugs,1
5583,"In spite of the vulnerability of Diebold's electronic voting system, the registrar had electronically distributed voting machines, cards, keys and cards to be stored in poll workers' homes before the election only secured by easily removed stickers and flimsy plastic zip-ties. Poll workers were given extra zip-ties to lock the machine and key-card pouches and apparently were not even inspected, so no one knows whether machines were tampered with.",Voting Machines,1
5584,That is the only thing that has changed since Ipswich: five women can be killed and nothing will be done. A hundred sex workers have been killed in the last 10 years in Utrecht and Cologne. The sale of sexual services per se is not all that different from other services. I don't think that sexual labour under the right conditions is about the violation of society - as opposed to mental labour or physical labour - is what policy should be about.,Prostitution,0
5585,"We know for a fact that non-union, blue-collar Caucasian men vote very disproportionately Republican and when you look at the male population of the state of Washington they are overwhelmingly non-union, blue-collar Caucasians.",Felons Voting for Democrats,0
5586,The greatest human freedom is to live and die according to one's own desires and beliefs The most common desire among those with terminal illness is to die with dignity : death with dignity is a movement to provide options for the dying to control their own end-of-life care.,Euthanasia,1
5587,Prostitution has been around for many eons and so have families and so have married life Prostitution helps me to maintain marriage stability.,Prostitution,1
5588,I favor attacking Iraq WITH the support of the United Nations based on my long-term assessment of the Iraqi threat to vital American interests in the Middle East and Iraq’s demonstrated use of WMD – since 1977.,War in Iraq,0
5589,"Even if a prostitute is tested for HIV every week, she will test negative for at least the first 4 weeks and possibly the first 12 weeks after being infected. If we assume that the test is positive and the results are known, there will be at best a window period of 6 weeks for a prostitute. This assumes that the prostitute will quit working as soon as he or she learns the test is HIV positive, which is highly unlikely. Instead, in order to slow",Prostitution,0
5590,"Despite extensive research, ProCon.org was able to find only one Pro argument indicating Buddhist support of the death penalty; we encourage our readers to send us any credible research they may have demonstrating Buddhist support for capital punishment so that we can better balance this presentation.",Death Penalty,1
5591,"Effective advertising of new drugs provides obvious benefits: it informs those with medical conditions about new treatments (including those who may have given up on acquiring relief); it may motivate them to discuss the condition for the first time with a doctor, creating an opportunity for the physician to undertake testing and make a correct diagnosis; the doctor may prescribe another medicine more suited to the patient’s needs; or the physician’s knowledge of the condition’s serious consequences may alter the treatment course rather than just addressing the symptoms reported by the patient.",Prescription Drugs,1
5592,"The era of DNA testing has not ushered in a fool-proof criminal justice system. It is not true that the problems of wrongful convictions are old and will not happen again because technology now precisely determines the guilt of inmates on death row. There are strict limits on the use of DNA testing. And inmate refusals to carry out the test can often have affected the death sentence even if the tests do not determine their guilt. Similarly, if evidence is contaminated at the scene of the",DNA Testing Improved the Judicial System,0
5593,"The 1992 national deficit of $290 billion became a $124 billion surplus by 1999 because Clinton's Omnibus Budget Reconciliation Act of 1993 increased taxes on the top income rate from 28 percent to 39.6 percent, thus increasing tax revenues. [23] Likewise, the economy improved after Clinton increased taxes in 1993.",Bill Clinton,1
5594,"And what about the upper-echelon prostitutes? And some women may be drawn to the profession due to past sexual abuse or some such, but even if they are thereby damaged further, prostitution can not really be blamed for the negative outcome. And some women may simply be dispositionally unsuited for the profession such that they would be damaged if they entered it -- but none of these facts show that the profession is psychologically harmful -- or at least no more psychologically harmful (and much more lucrative) than alternative profession",Prostitution,1
5595,"To this day, no evidence exists that any electronic voting machine used in an election in the United States has been tampered with or even attempted to perform such tampering.",Voting Machines,1
5596,About 80% of doctors surveyed in Apr. 2013 thought that DTC prescription drug ads weaken doctor-patient relationships. [46] Patients who are convinced that an advertised drug will solve their problems often mistrust a doctor's advice if the doctor suggests an alternative solution. 80% of the patients surveyed said that they would try to convince the doctor to prescribe the desired medication or obtain the drug somewhere else. and 15% said they would change doctors.,Prescription Drugs,1
5597,"The idea of stopping school uniforms would cost more money and would be a bad idea all around. In fact, school uniforms are as important in the education experience as students laptops — five years from now the school uniform is a powerful rite of passage and an equally powerful statement of belonging — as is no less true of high school students. Quite frankly we spend too much time pandering to a generation for whom individuality is a temper tantrum and a Facebook post short of an overblown sense of entitlement",School Uniforms,1
5598,"When Discovery Channel decided to end its sponsorship of Lance Armstrong's former team this year, a full replacement company was lined up but again pulled out at the last minute because of doping scandals.",Performance Enhancing Drugs,1
5599,"The phrase 'under God' in the pledge is not a change in the recital of'religious exercise' ; it is in no sense a prayer, nor an endorsement of any religion... Reciting the pledge or listening to others recite it is a patriotic exercise, not a religious one. Participants promise fidelity to our flag and our nation, not to any particular God, faith or church.",Pledge of Allegiance,1
5600,"From a little work with a lot of blood samples, I found maybe five positives... I wonder that maybe hundreds, maybe even thousands of positive EPO are lying around in WADA-accredited laboratories... WADA has these very strict rules and declares everything is working fine, but it is not working at all! You can do more or less what you want with EPO and you will not be charged.",Effective Existing Efforts for Performance Enhancing Drugs,0
5601,"The people who came illegally to our country -- I don't think they should have a path to citizenship. If you violated our law knowingly, you violated our sovereignty I think we should normalize your status, but we should not give you a pathway to citizenship. Some people are calling it a blue card or a red card [as opposed to a green card] I think we should treat them with dignity but we should also be fair to millions of people who are waiting in line, who are trying",Immigration,0
5602,Sally Satel and the American Enterprise Institute psychiatrist specialized in addiction wrote in the National Review that e-cigarettes and vapor products are a disruptive and innovative technology that could save hundreds of thousands of lives annually. [23] A coalition of anti-regulation groups referred to efforts to reduce the e-cigarette industry as destroying tens of thousands of jobs.,Vaping,0
5603,"In many states, felony disenfranchisement laws are still on the books. And although well over a century has passed since the states that used these measures to strip African Americans of their most fundamental rights, the impact of felony disenfranchisement on modern communities of color remains disproportionate and unacceptable. Throughout America, 2.2 million black citizens – or nearly one in 13 African-American adults – are banned from voting because of these laws. In three states – Florida, Kentucky,",Voting Rights for Felons,0
5604,In our society the default assumption is that everybody has to go to college... I think you have a bubble when you have something that’s overvalued and intensely believed in education... you have this clear price escalation without incredible improvement in the product. I think it seems very similar to the housing bubble and the technology bubble in some ways... I think there’s a surprising openness to the idea that something’s gone badly wrong and needs to be fixed”,College Education,0
5605,"We have cause to be concerned about perverse outcomes if euthanasia is adopted in Australia - in some countries where it has been introduced euthanasia has been offered to people with mental illness, people with dementia, twin brothers who were deaf and even a woman with severe tinnitus... Until every person with disability has equal access to screening, prevention and treatment in our health system, suicide prevention resources, and meaningful alternatives to end it all, offering us euthanasi",Euthanasia,1
5606,"The Federal Minimum Wage is not indexed for inflation and its purchasing power has dropped significantly since its peak in 1968, which is equivalent to $11.16 in Jan. 2016 dollars and is 53.9% higher than today's $7.25 Federal Minimum Wage. [7] [12] According to Liana Fox, PhD, senior analyst at the Economic Policy Institute, inflation indexing guarantees low-wage workers a wage that matches the rising costs of goods and services. [14]",Minimum Wage Increase,1
5607,"The practice also includes fracking, as it is known, to attack a drinking well or a water system near you by using water, sand and chemicals... Many of which are toxic and polluting water and air, sickening animals and threatening the health of Americans. And no one knows how long it will last. — Concidentally, a month before the blowout of BP's gulf oil well, Energy and Environment Daily published a draft proposal to exempt f",Alternative Energy,1
5608,"In his pre-eminent tenure, Clinton sought to bring attention to the fight against HIV/AIDS and to take action : funding for HIV-related programs rose 150 percent and he was a leader in developing international initiatives to find a vaccine. He signed the 1996 Newborns and Mothers Health Protection Act allowing women to stay in the hospital for 48 to 96 hours after giving birth instead of being kicked out in less than 24 hours.",Bill Clinton,1
5609,This includes: 1. the explicit approval given to such laws in the fourteenth amendment; 2. the long history and continued prevalence of felon disenfranchisement provisions throughout the United States; 3. the statements in the House and Senate Judiciary Committee reports and on the Senate floor explicitly excluding felon disenfranchisement laws from the statute provisions; 5. the introduction of bills specifically intended to include felon disenfranchisement provisions within the VRA coverage; the enactment by Congress of a felon disen,Voting Rights for Felons,0
5610,"Why can’t I tell someone that they can prescribe morphine, vicodin, percocet make the most addictive drug and that I can be a walking member of the society by taking that garbage, but my doctor, who has prescribed it for me, can’t prescribe medicinal marijuana? Why? Because everyone who eats it; you can process it into a liquid; or you can turn it into a pill form. The willow tree was taken apart about 200 years ago and turned into aspirin. And we",Medical Marijuana,0
5611,"Taxes: The 1993 Omnibus Budget Reconciliation Act increased the gasoline tax by 4.3 cents per gallon, which directly impacted the middle class. [42] The 1993 tax hikes cannot be credited with the 1990s economic boom : it was after the Republican Congress passed tax cuts in 1997 that the economy really got stronger and the budget was balanced. [43] Clinton designed his tax plans to place an unfair burden on the wealthy, punishing the most productive members of the US economy and cutting taxes for the least productive people",Bill Clinton,0
5612,"The right to abortion has pitted mothers against their children and women against men in an increasingly fatherless society. It has sown violence and discord – the greatest of gifts – as a competitor, an intrusion and an inconvenience – nominally according mothers unfettered dominion over the independent lives of their physically dependent sons and daughters. And, in granting this unconscionable power, it has exposed many women to unjust and selfish demands from their husbands or other sexual partners.",Abortion,0
